TICKER,CUSIP,OFTIC,CNAME,PENDS,MEASURE,PDICITY,ANNDATS,VALUE
0001,26878510,EPEGQ,EP ENGR CORP,20191231,EPS,QTR,20200325,
000V,28249U10,EIGR,EIGER,20210930,EPS,QTR,20211104,-0.65
000V,28249U10,EIGR,EIGER,20210331,EPS,QTR,20210506,-0.51
000V,28249U10,EIGR,EIGER,20201231,EPS,QTR,20210309,-0.57
000V,28249U10,EIGR,EIGER,20210630,EPS,QTR,20210805,-0.57
000V,28249U10,EIGR,EIGER,20191231,EPS,QTR,20200313,-0.68
000V,28249U10,EIGR,EIGER,20220630,EPS,QTR,20220804,-0.51
000V,28249U10,EIGR,EIGER,20200630,EPS,QTR,20200806,-0.6
000V,28249U10,EIGR,EIGER,20200930,EPS,QTR,20201105,-0.52
000V,28249U10,EIGR,EIGER,20200331,EPS,QTR,20200507,-0.62
000V,28249U10,EIGR,EIGER,20220331,EPS,QTR,20220505,-0.64
000V,28249U10,EIGR,EIGER,20211231,EPS,QTR,20220310,-0.64
000Y,90400D10,RARE,ULTRAGENYX,20200630,EPS,QTR,20200730,0.41
000Y,90400D10,RARE,ULTRAGENYX,20201231,EPS,QTR,20210211,-0.37
000Y,90400D10,RARE,ULTRAGENYX,20191231,EPS,QTR,20200213,-1.62
000Y,90400D10,RARE,ULTRAGENYX,20220331,EPS,QTR,20220505,-2.19
000Y,90400D10,RARE,ULTRAGENYX,20210630,EPS,QTR,20210802,-1.81
000Y,90400D10,RARE,ULTRAGENYX,20210930,EPS,QTR,20211102,-1.08
000Y,90400D10,RARE,ULTRAGENYX,20200930,EPS,QTR,20201027,-1.13
000Y,90400D10,RARE,ULTRAGENYX,20210331,EPS,QTR,20210504,-2.03
000Y,90400D10,RARE,ULTRAGENYX,20220630,EPS,QTR,20220728,-2.26
000Y,90400D10,RARE,ULTRAGENYX,20200331,EPS,QTR,20200506,-1.91
000Y,90400D10,RARE,ULTRAGENYX,20211231,EPS,QTR,20220210,-1.79
001A,81776310,SESN,SESEN BIO,20220331,EPS,QTR,20220509,0
001A,81776310,SESN,SESEN BIO,20220630,EPS,QTR,20220808,-0.16
001A,81776310,SESN,SESEN BIO,20210930,EPS,QTR,20211108,0.36
001A,81776310,SESN,SESEN BIO,20200630,EPS,QTR,20200810,-0.24
001A,81776310,SESN,SESEN BIO,20211231,EPS,QTR,20220228,0.04
001A,81776310,SESN,SESEN BIO,20210331,EPS,QTR,20210510,-0.35
001A,81776310,SESN,SESEN BIO,20191231,EPS,QTR,20200316,-0.32
001A,81776310,SESN,SESEN BIO,20200331,EPS,QTR,20200511,0.31
001A,81776310,SESN,SESEN BIO,20201231,EPS,QTR,20210315,-0.11
001A,81776310,SESN,SESEN BIO,20210630,EPS,QTR,20210809,-0.15
001A,81776310,SESN,SESEN BIO,20200930,EPS,QTR,20201109,-0.19
001J,49926D10,KN,KNOWLES,20200630,EPS,QTR,20200729,-0.01
001J,49926D10,KN,KNOWLES,20210630,EPS,QTR,20210728,0.31
001J,49926D10,KN,KNOWLES,20210331,EPS,QTR,20210422,0.29
001J,49926D10,KN,KNOWLES,20220331,EPS,QTR,20220428,0.35
001J,49926D10,KN,KNOWLES,20201231,EPS,QTR,20210204,0.38
001J,49926D10,KN,KNOWLES,20200331,EPS,QTR,20200504,0.03
001J,49926D10,KN,KNOWLES,20211231,EPS,QTR,20220209,0.48
001J,49926D10,KN,KNOWLES,20220630,EPS,QTR,20220802,0.33
001J,49926D10,KN,KNOWLES,20200930,EPS,QTR,20201029,0.24
001J,49926D10,KN,KNOWLES,20210930,EPS,QTR,20211027,0.45
001J,49926D10,KN,KNOWLES,20191231,EPS,QTR,20200204,0.35
001K,45780R10,IBP,IBP,20210630,EPS,QTR,20210805,1.59
001K,45780R10,IBP,IBP,20200630,EPS,QTR,20200806,1.12
001K,45780R10,IBP,IBP,20201231,EPS,QTR,20210224,1.23
001K,45780R10,IBP,IBP,20200331,EPS,QTR,20200508,0.78
001K,45780R10,IBP,IBP,20200930,EPS,QTR,20201105,1.21
001K,45780R10,IBP,IBP,20191231,EPS,QTR,20200227,0.92
001K,45780R10,IBP,IBP,20210331,EPS,QTR,20210507,0.9
001K,45780R10,IBP,IBP,20210930,EPS,QTR,20211104,1.49
001K,45780R10,IBP,IBP,20220331,EPS,QTR,20220505,1.54
001K,45780R10,IBP,IBP,20211231,EPS,QTR,20220224,1.42
001K,45780R10,IBP,IBP,20220630,EPS,QTR,20220804,2.48
001L,20602210,CNCE,CONCERT PHARMA,20191231,EPS,QTR,20200227,-0.86
001L,20602210,CNCE,CONCERT PHARMA,20200630,EPS,QTR,20200806,-0.41
001L,20602210,CNCE,CONCERT PHARMA,20201231,EPS,QTR,20210225,-0.69
001L,20602210,CNCE,CONCERT PHARMA,20220630,EPS,QTR,20220804,-0.59
001L,20602210,CNCE,CONCERT PHARMA,20211231,EPS,QTR,20220303,-1.01
001L,20602210,CNCE,CONCERT PHARMA,20210630,EPS,QTR,20210805,0.16
001L,20602210,CNCE,CONCERT PHARMA,20210930,EPS,QTR,20211109,-0.78
001L,20602210,CNCE,CONCERT PHARMA,20210331,EPS,QTR,20210504,-0.67
001L,20602210,CNCE,CONCERT PHARMA,20220331,EPS,QTR,20220505,-1.03
001L,20602210,CNCE,CONCERT PHARMA,20200331,EPS,QTR,20200430,-0.7
001L,20602210,CNCE,CONCERT PHARMA,20200930,EPS,QTR,20201105,-0.6
001M,45780L10,INGN,INOGEN,20201231,EPS,QTR,20210224,-0.23
001M,45780L10,INGN,INOGEN,20200630,EPS,QTR,20200804,0.12
001M,45780L10,INGN,INOGEN,20220331,EPS,QTR,20220505,-0.62
001M,45780L10,INGN,INOGEN,20211231,EPS,QTR,20220224,-1.01
001M,45780L10,INGN,INOGEN,20210930,EPS,QTR,20211104,0.53
001M,45780L10,INGN,INOGEN,20200930,EPS,QTR,20201104,-0.08
001M,45780L10,INGN,INOGEN,20210630,EPS,QTR,20210804,0.22
001M,45780L10,INGN,INOGEN,20191231,EPS,QTR,20200225,-0.06
001M,45780L10,INGN,INOGEN,20200331,EPS,QTR,20200505,-0.07
001M,45780L10,INGN,INOGEN,20210331,EPS,QTR,20210504,-0.03
001M,45780L10,INGN,INOGEN,20220630,EPS,QTR,20220804,-0.15
001N,74911910,QUOT,QUOTIENT TECH,20211231,EPS,QTR,20220209,0.03
001N,74911910,QUOT,QUOTIENT TECH,20210930,EPS,QTR,20211103,-0.08
001N,74911910,QUOT,QUOTIENT TECH,20220630,EPS,QTR,20220809,-0.45
001N,74911910,QUOT,QUOTIENT TECH,20210630,EPS,QTR,20210805,-0.16
001N,74911910,QUOT,QUOTIENT TECH,20210331,EPS,QTR,20210505,-0.15
001N,74911910,QUOT,QUOTIENT TECH,20220331,EPS,QTR,20220504,
001N,74911910,QUOT,QUOTIENT TECH,20200930,EPS,QTR,20201105,-0.05
001N,74911910,QUOT,QUOTIENT TECH,20201231,EPS,QTR,20210210,-0.28
001N,74911910,QUOT,QUOTIENT TECH,20200630,EPS,QTR,20200804,-0.21
001N,74911910,QUOT,QUOTIENT TECH,20191231,EPS,QTR,20200212,-0.11
001N,74911910,QUOT,QUOTIENT TECH,20200331,EPS,QTR,20200505,-0.19
001X,75629F10,REPH,RECRO PHARMA,20201231,EPS,QTR,20210226,-0.48
001X,75629F10,REPH,RECRO PHARMA,20200630,EPS,QTR,20200810,-0.25
001X,75629F10,SCTL,SOCIETAL CDMO,20220630,EPS,QTR,20220810,-0.06
001X,75629F10,REPH,RECRO PHARMA,20210930,EPS,QTR,20211109,-0.07
001X,75629F10,REPH,RECRO PHARMA,20211231,EPS,QTR,20220301,-0.04
001X,75629F10,REPH,RECRO PHARMA,20210630,EPS,QTR,20210809,0.03
001X,75629F10,REPH,RECRO PHARMA,20191231,EPS,QTR,20200304,0.61
001X,75629F10,REPH,RECRO PHARMA,20220331,EPS,QTR,20220511,-0.08
001X,75629F10,REPH,RECRO PHARMA,20200930,EPS,QTR,20201109,-0.09
001X,75629F10,REPH,RECRO PHARMA,20200331,EPS,QTR,20200511,-0.33
001X,75629F10,REPH,RECRO PHARMA,20210331,EPS,QTR,20210506,-0.23
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20210930,EPS,QTR,20211102,0.01
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20201231,EPS,QTR,20210223,0.02
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20210331,EPS,QTR,20210429,0.01
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20200630,EPS,QTR,20200728,0.01
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20210630,EPS,QTR,20210803,0.01
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20200331,EPS,QTR,20200507,-0.01
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20191231,EPS,QTR,20200225,-0.05
002G,14862Q10,CSLT,CASTLIGHT HEALTH,20200930,EPS,QTR,20201105,0.02
002J,70438V10,PCTY,PAYLOCITY HLDG,20210930,EPS,QTR,20211104,0.59
002J,70438V10,PCTY,PAYLOCITY HLDG,20201231,EPS,QTR,20210204,0.39
002J,70438V10,PCTY,PAYLOCITY HLDG,20191231,EPS,QTR,20200204,0.36
002J,70438V10,PCTY,PAYLOCITY HLDG,20200630,EPS,QTR,20200806,0.32
002J,70438V10,PCTY,PAYLOCITY HLDG,20200331,EPS,QTR,20200507,0.83
002J,70438V10,PCTY,PAYLOCITY HLDG,20220331,EPS,QTR,20220505,1.22
002J,70438V10,PCTY,PAYLOCITY HLDG,20210630,EPS,QTR,20210805,0.46
002J,70438V10,PCTY,PAYLOCITY HLDG,20200930,EPS,QTR,20201105,0.38
002J,70438V10,PCTY,PAYLOCITY HLDG,20211231,EPS,QTR,20220203,0.64
002J,70438V10,PCTY,PAYLOCITY HLDG,20210331,EPS,QTR,20210506,0.88
002J,70438V10,PCTY,PAYLOCITY HLDG,20220630,EPS,QTR,20220804,0.8
002P,00212110,ATEN,A10 NETWORKS,20210930,EPS,QTR,20211028,0.17
002P,00212110,ATEN,A10 NETWORKS,20210331,EPS,QTR,20210427,0.12
002P,00212110,ATEN,A10 NETWORKS,20200331,EPS,QTR,20200507,0.05
002P,00212110,ATEN,A10 NETWORKS,20191231,EPS,QTR,20200211,0.1
002P,00212110,ATEN,A10 NETWORKS,20200930,EPS,QTR,20201027,0.13
002P,00212110,ATEN,A10 NETWORKS,20211231,EPS,QTR,20220201,0.2
002P,00212110,ATEN,A10 NETWORKS,20200630,EPS,QTR,20200728,0.09
002P,00212110,ATEN,A10 NETWORKS,20210630,EPS,QTR,20210727,0.13
002P,00212110,ATEN,A10 NETWORKS,20220630,EPS,QTR,20220802,0.17
002P,00212110,ATEN,A10 NETWORKS,20201231,EPS,QTR,20210209,0.18
002P,00212110,ATEN,A10 NETWORKS,20220331,EPS,QTR,20220503,0.13
002S,60786M10,MC,MOELIS,20210930,EPS,QTR,20211027,1.77
002S,60786M10,MC,MOELIS  CO,20191231,EPS,QTR,20200205,0.38
002S,60786M10,MC,MOELIS,20211231,EPS,QTR,20220209,1.42
002S,60786M10,MC,MOELIS,20210331,EPS,QTR,20210428,1.02
002S,60786M10,MC,MOELIS,20220630,EPS,QTR,20220727,0.57
002S,60786M10,MC,MOELIS,20210630,EPS,QTR,20210721,1.19
002S,60786M10,MC,MOELIS  CO,20201231,EPS,QTR,20210210,1.99
002S,60786M10,MC,MOELIS  CO,20200331,EPS,QTR,20200422,0.45
002S,60786M10,MC,MOELIS  CO,20200930,EPS,QTR,20201026,0.54
002S,60786M10,MC,MOELIS  CO,20200630,EPS,QTR,20200729,-0.11
002S,60786M10,MC,MOELIS,20220331,EPS,QTR,20220427,0.95
002T,69007J10,OUT,OUTFRONT MEDIA,20220331,EPS,QTR,20220502,-0.04
002T,69007J10,OUT,OUTFRONT MEDIA,20211231,EPS,QTR,20220223,0.41
002T,69007J10,OUT,OUTFRONT MEDIA,20210930,EPS,QTR,20211104,0.18
002T,69007J10,OUT,OUTFRONT MEDIA,20201231,EPS,QTR,20210225,-0.02
002T,69007J10,OUT,OUTFRONT MEDIA,20200930,EPS,QTR,20201104,-0.14
002T,69007J10,OUT,OUTFRONT MEDIA,20210331,EPS,QTR,20210504,-0.52
002T,69007J10,OUT,OUTFRONT MEDIA,20220630,EPS,QTR,20220803,0.28
002T,69007J10,OUT,OUTFRONT MEDIA,20210630,EPS,QTR,20210805,-0.05
002T,69007J10,OUT,OUTFRONT MEDIA,20200630,EPS,QTR,20200805,-0.44
002T,69007J10,OUT,OUTFRONT MEDIA,20191231,EPS,QTR,20200225,0.31
002T,69007J10,OUT,OUTFRONT MEDIA,20200331,EPS,QTR,20200508,0.04
003A,00548A10,ADMS,ADAMAS PHARMA,20210930,EPS,QTR,20211110,-0.43
003A,00548A10,ADMS,ADAMAS PHARMA,20210331,EPS,QTR,20210510,-0.36
003A,00548A10,ADMS,ADAMAS PHARMA,20201231,EPS,QTR,20210223,-0.64
003A,00548A10,ADMS,ADAMAS PHARMA,20200930,EPS,QTR,20201105,-0.42
003A,00548A10,ADMS,ADAMAS PHARMA,20191231,EPS,QTR,20200225,-0.83
003A,00548A10,ADMS,ADAMAS PHARMA,20200630,EPS,QTR,20200806,-0.37
003A,00548A10,ADMS,ADAMAS PHARMA,20200331,EPS,QTR,20200507,-0.59
003A,00548A10,ADMS,ADAMAS PHARMA,20210630,EPS,QTR,20210809,-0.27
003G,4525EP10,IMUX,IMMUNIC,20211231,EPS,QTR,20220224,-0.72
003G,4525EP10,IMUX,IMMUNIC,20210930,EPS,QTR,20211104,-0.76
003G,4525EP10,IMUX,IMMUNIC,20220630,EPS,QTR,20220804,-0.72
003G,4525EP10,IMUX,IMMUNIC,20210331,EPS,QTR,20210506,-1.63
003G,4525EP10,IMUX,IMMUNIC,20220331,EPS,QTR,20220510,-0.74
003G,4525EP10,IMUX,IMMUNIC,20201231,EPS,QTR,20210226,-0.46
003G,4525EP10,IMUX,IMMUNIC,20200630,EPS,QTR,20200802,-0.9
003G,4525EP10,IMUX,IMMUNIC,20210630,EPS,QTR,20210806,-0.82
003G,4525EP10,IMUX,IMMUNIC,20200331,EPS,QTR,20200508,-0.79
003G,4525EP10,IMUX,IMMUNIC,20191231,EPS,QTR,20200316,-0.56
003G,4525EP10,IMUX,IMMUNIC,20200930,EPS,QTR,20201105,-0.7
003H,70432V10,PAYC,PAYCOM SOFTWARE,20200331,EPS,QTR,20200428,1.33
003H,70432V10,PAYC,PAYCOM SOFTWARE,20210331,EPS,QTR,20210504,1.47
003H,70432V10,PAYC,PAYCOM SOFTWARE,20200930,EPS,QTR,20201104,0.7
003H,70432V10,PAYC,PAYCOM SOFTWARE,20201231,EPS,QTR,20210210,0.84
003H,70432V10,PAYC,PAYCOM SOFTWARE,20220331,EPS,QTR,20220503,1.9
003H,70432V10,PAYC,PAYCOM SOFTWARE,20220630,EPS,QTR,20220802,1.26
003H,70432V10,PAYC,PAYCOM SOFTWARE,20200630,EPS,QTR,20200804,0.62
003H,70432V10,PAYC,PAYCOM SOFTWARE,20210930,EPS,QTR,20211102,0.92
003H,70432V10,PAYC,PAYCOM SOFTWARE,20191231,EPS,QTR,20200205,0.86
003H,70432V10,PAYC,PAYCOM SOFTWARE,20210630,EPS,QTR,20210803,0.97
003H,70432V10,PAYC,PAYCOM SOFTWARE,20211231,EPS,QTR,20220208,1.11
003K,71742Q10,PAHC,PHIBRO ANIML,20201231,EPS,QTR,20210203,0.34
003K,71742Q10,PAHC,PHIBRO ANIML,20210331,EPS,QTR,20210506,0.34
003K,71742Q10,PAHC,PHIBRO ANIML,20220331,EPS,QTR,20220504,0.33
003K,71742Q10,PAHC,PHIBRO ANIML,20200930,EPS,QTR,20201104,0.27
003K,71742Q10,PAHC,PHIBRO ANIML,20200630,EPS,QTR,20200826,0.17
003K,71742Q10,PAHC,PHIBRO ANIML,20210630,EPS,QTR,20210825,0.32
003K,71742Q10,PAHC,PHIBRO ANIML,20211231,EPS,QTR,20220209,0.37
003K,71742Q10,PAHC,PHIBRO ANIML,20210930,EPS,QTR,20211102,0.25
003K,71742Q10,PAHC,PHIBRO ANIML,20220630,EPS,QTR,20220824,0.26
003K,71742Q10,PAHC,PHIBRO ANIML,20200331,EPS,QTR,20200507,0.38
003K,71742Q10,PAHC,PHIBRO ANIML,20191231,EPS,QTR,20200203,0.34
0041,78573M10,SABR,SABRE,20210331,EPS,QTR,20210504,-0.72
0041,78573M10,SABR,SABRE,20200630,EPS,QTR,20200807,-1.3
0041,78573M10,SABR,SABRE,20210630,EPS,QTR,20210803,-0.52
0041,78573M10,SABR,SABRE,20211231,EPS,QTR,20220215,-0.47
0041,78573M10,SABR,SABRE,20191231,EPS,QTR,20200226,0.16
0041,78573M10,SABR,SABRE,20201231,EPS,QTR,20210216,-0.77
0041,78573M10,SABR,SABRE,20200331,EPS,QTR,20200508,-0.29
0041,78573M10,SABR,SABRE,20200930,EPS,QTR,20201106,-0.82
0041,78573M10,SABR,SABRE,20210930,EPS,QTR,20211102,-0.5
0041,78573M10,SABR,SABRE,20220630,EPS,QTR,20220802,-0.25
0041,78573M10,SABR,SABRE,20220331,EPS,QTR,20220503,-0.29
0045,70187710,PE,PARSLEY EGY,20200630,EPS,QTR,20200805,0.03
0045,70187710,PE,PARSLEY EGY,20200930,EPS,QTR,20201028,0.22
0045,70187710,PE,PARSLEY EGY,20191231,EPS,QTR,20200219,0.28
0045,70187710,PE,PARSLEY EGY,20200331,EPS,QTR,20200504,0.29
004F,03990B10,ARES,ARES MGMT,20200630,EPS,QTR,20200805,0.39
004F,03990B10,ARES,ARES MANAGEMENT,20211231,EPS,QTR,20220211,0.85
004F,03990B10,ARES,ARES MGMT,20200331,EPS,QTR,20200506,0.45
004F,03990B10,ARES,ARES MGMT,20210331,EPS,QTR,20210506,0.46
004F,03990B10,ARES,ARES MANAGEMENT,20220630,EPS,QTR,20220728,0.74
004F,03990B10,ARES,ARES MGMT,20210630,EPS,QTR,20210729,0.64
004F,03990B10,ARES,ARES MGMT,20200930,EPS,QTR,20201028,0.48
004F,03990B10,ARES,ARES MGMT,20201231,EPS,QTR,20210211,0.54
004F,03990B10,ARES,ARES MGMT,20191231,EPS,QTR,20200213,0.67
004F,03990B10,ARES,ARES MGMT,20210930,EPS,QTR,20211027,0.62
004F,03990B10,ARES,ARES MANAGEMENT,20220331,EPS,QTR,20220428,0.65
004W,04041310,ANET,ARISTA NETWORKS,20210630,EPS,QTR,20210802,0.68
004W,04041310,ANET,ARISTA NETWORKS,20211231,EPS,QTR,20220214,0.82
004W,04041310,ANET,ARISTA NETWORKS,20200930,EPS,QTR,20201102,0.605
004W,04041310,ANET,ARISTA NETWORKS,20220630,EPS,QTR,20220801,1.08
004W,04041310,ANET,ARISTA NETWORKS,20210331,EPS,QTR,20210504,0.625
004W,04041310,ANET,ARISTA NETWORKS,20201231,EPS,QTR,20210218,0.6225
004W,04041310,ANET,ARISTA NETWORKS,20200331,EPS,QTR,20200505,0.505
004W,04041310,ANET,ARISTA NETWORKS,20210930,EPS,QTR,20211101,0.74
004W,04041310,ANET,ARISTA NETWORKS,20191231,EPS,QTR,20200213,0.5725
004W,04041310,ANET,ARISTA NETWORKS,20220331,EPS,QTR,20220502,0.84
004W,04041310,ANET,ARISTA NETWORKS,20200630,EPS,QTR,20200804,0.5275
0051,98936J10,ZEN,ZENDESK,20220630,EPS,QTR,20220728,0.14
0051,98936J10,ZEN,ZENDESK,20210630,EPS,QTR,20210729,0.13
0051,98936J10,ZEN,ZENDESK,20220331,EPS,QTR,20220428,0.12
0051,98936J10,ZEN,ZENDESK,20210331,EPS,QTR,20210429,0.17
0051,98936J10,ZEN,ZENDESK,20200930,EPS,QTR,20201029,0.17
0051,98936J10,ZEN,ZENDESK,20210930,EPS,QTR,20211028,0.17
0051,98936J10,ZEN,ZENDESK,20200331,EPS,QTR,20200430,0.1
0051,98936J10,ZEN,ZENDESK,20200630,EPS,QTR,20200730,0.14
0051,98936J10,ZEN,ZENDESK,20201231,EPS,QTR,20210204,0.11
0051,98936J10,ZEN,ZENDESK,20211231,EPS,QTR,20220210,0.16
0051,98936J10,ZEN,ZENDESK,20191231,EPS,QTR,20200206,0.1
0055,89785L10,TRUE,TRUECAR,20220630,EPS,QTR,20220802,-0.065
0055,89785L10,TRUE,TRUECAR,20200930,EPS,QTR,20201105,0.14
0055,89785L10,TRUE,TRUECAR,20200630,EPS,QTR,20200806,0.04
0055,89785L10,TRUE,TRUECAR,20210331,EPS,QTR,20210506,-0.02
0055,89785L10,TRUE,TRUECAR,20210630,EPS,QTR,20210805,0
0055,89785L10,TRUE,TRUECAR,20220331,EPS,QTR,20220510,-0.1
0055,89785L10,TRUE,TRUECAR,20210930,EPS,QTR,20211105,-0.02
0055,89785L10,TRUE,TRUECAR,20200331,EPS,QTR,20200507,0.04
0055,89785L10,TRUE,TRUECAR,20191231,EPS,QTR,20200220,-0.01
0055,89785L10,TRUE,TRUECAR,20211231,EPS,QTR,20220223,-0.07
0055,89785L10,TRUE,TRUECAR,20201231,EPS,QTR,20210224,-0.01
005H,42727J10,HRTG,HERITAGE INSUR,20211231,EPS,QTR,20220307,0.41
005H,42727J10,HRTG,HERITAGE INSUR,20220630,EPS,QTR,20220804,0.11
005H,42727J10,HRTG,HERITAGE INSUR,20210930,EPS,QTR,20211104,-0.59
005H,42727J10,HRTG,HERITAGE INSUR,20200930,EPS,QTR,20201102,-0.19
005H,42727J10,HRTG,HERITAGE INSUR,20200630,EPS,QTR,20200803,0.15
005H,42727J10,HRTG,HERITAGE INSUR,20210331,EPS,QTR,20210505,-0.19
005H,42727J10,HRTG,HERITAGE INSUR,20191231,EPS,QTR,20200227,0.42
005H,42727J10,HRTG,HERITAGE INSUR,20201231,EPS,QTR,20210303,0.1
005H,42727J10,HRTG,HERITAGE INSUR,20200331,EPS,QTR,20200504,0.26
005H,42727J10,HRTG,HERITAGE INSUR,20210630,EPS,QTR,20210805,-0.14
005H,42727J10,HRTG,HERITAGE INSUR,20220331,EPS,QTR,20220505,-1.15
005I,00847L10,AGRX,AGILE,20200930,EPS,QTR,20201112,-7.2
005I,00847L10,AGRX,AGILE,20210930,EPS,QTR,20211102,-7.2
005I,00847L10,AGRX,AGILE,20211231,EPS,QTR,20220330,-8
005I,00847L10,AGRX,AGILE,20210630,EPS,QTR,20210726,-8
005I,00847L10,AGRX,AGILE,20210331,EPS,QTR,20210504,-8
005I,00847L10,AGRX,AGILE,20220331,EPS,QTR,20220512,-3.78
005I,00847L10,AGRX,AGILE,20201231,EPS,QTR,20210301,-8
005I,00847L20,AGRX,AGILE,20220630,EPS,QTR,20220811,-2.71
005I,00847L10,AGRX,AGILE,20200331,EPS,QTR,20200505,-4
005I,00847L10,AGRX,AGILE,20191231,EPS,QTR,20200220,-4
005I,00847L10,AGRX,AGILE,20200630,EPS,QTR,20200811,-4.8
006J,60739U20,MOBL,MOBILEIRON,20200630,EPS,QTR,20200729,0.04
006J,60739U20,MOBL,MOBILEIRON,20191231,EPS,QTR,20200206,0.01
006J,60739U20,MOBL,MOBILEIRON,20200331,EPS,QTR,20200429,-0.04
006J,60739U20,MOBL,MOBILEIRON,20200930,EPS,QTR,20201028,-0.04
006W,15650430,CCS,CENTURY,20210630,EPS,QTR,20210728,3.47
006W,15650430,CCS,CENTURY,20211231,EPS,QTR,20220202,4.78
006W,15650430,CCS,CENTURY,20201231,EPS,QTR,20210204,2.75
006W,15650430,CCS,CENTURY,20220630,EPS,QTR,20220727,4.78
006W,15650430,CCS,CENTURY,20220331,EPS,QTR,20220427,4.2
006W,15650430,CCS,CENTURY,20210930,EPS,QTR,20211027,3.63
006W,15650430,CCS,CENTURY,20210331,EPS,QTR,20210428,3
006W,15650430,CCS,CENTURY,20191231,EPS,QTR,20200206,1.5
006W,15650430,CCS,CENTURY,20200930,EPS,QTR,20201028,1.48
006W,15650430,CCS,CENTURY,20200630,EPS,QTR,20200728,1.21
006W,15650430,CCS,CENTURY,20200331,EPS,QTR,20200429,0.78
006X,38268T10,GPRO,GOPRO,20220630,EPS,QTR,20220804,0.08
006X,38268T10,GPRO,GOPRO,20210630,EPS,QTR,20210805,0.12
006X,38268T10,GPRO,GOPRO,20220331,EPS,QTR,20220505,0.09
006X,38268T10,GPRO,GOPRO,20211231,EPS,QTR,20220203,0.41
006X,38268T10,GPRO,GOPRO,20191231,EPS,QTR,20200205,0.7
006X,38268T10,GPRO,GOPRO,20210331,EPS,QTR,20210506,0.03
006X,38268T10,GPRO,GOPRO,20210930,EPS,QTR,20211104,0.34
006X,38268T10,GPRO,GOPRO,20200331,EPS,QTR,20200507,-0.34
006X,38268T10,GPRO,GOPRO,20201231,EPS,QTR,20210204,0.39
006X,38268T10,GPRO,GOPRO,20200630,EPS,QTR,20200806,-0.2
006X,38268T10,GPRO,GOPRO,20200930,EPS,QTR,20201105,0.2
0070,75046920,RDUS,RADIUS HEALTH,20211231,EPS,QTR,20220224,-0.33
0070,75046920,RDUS,RADIUS HEALTH,20201231,EPS,QTR,20210225,-0.46
0070,75046920,RDUS,RADIUS HEALTH,20220630,EPS,QTR,20220809,-0.27
0070,75046920,RDUS,RADIUS HEALTH,20191231,EPS,QTR,20200227,-0.54
0070,75046920,RDUS,RADIUS HEALTH,20210630,EPS,QTR,20210805,-0.35
0070,75046920,RDUS,RADIUS HEALTH,20220331,EPS,QTR,20220505,-0.39
0070,75046920,RDUS,RADIUS HEALTH,20200930,EPS,QTR,20201105,-0.14
0070,75046920,RDUS,RADIUS HEALTH,20200630,EPS,QTR,20200810,-0.95
0070,75046920,RDUS,RADIUS HEALTH,20210930,EPS,QTR,20211108,-0.47
0070,75046920,RDUS,RADIUS HEALTH,20210331,EPS,QTR,20210507,-0.31
0070,75046920,RDUS,RADIUS HEALTH,20200331,EPS,QTR,20200507,-0.81
0075,03209R10,AMPH,AMPHASTAR PHARMS,20220331,EPS,QTR,20220510,0.47
0075,03209R10,AMPH,AMPHASTAR PHARMS,20210630,EPS,QTR,20210809,0.21
0075,03209R10,AMPH,AMPHASTAR PHARMS,20201231,EPS,QTR,20210315,0.16
0075,03209R10,AMPH,AMPHASTAR PHARMS,20210331,EPS,QTR,20210506,0.27
0075,03209R10,AMPH,AMPHASTAR PHARMS,20211231,EPS,QTR,20220310,0.42
0075,03209R10,AMPH,AMPHASTAR PHARMS,20200930,EPS,QTR,20201106,0.15
0075,03209R10,AMPH,AMPHASTAR PHARMS,20220630,EPS,QTR,20220808,0.39
0075,03209R10,AMPH,AMPHASTAR PHARMS,20200630,EPS,QTR,20200806,0.16
0075,03209R10,AMPH,AMPHASTAR PHARMS,20191231,EPS,QTR,20200312,0.07
0075,03209R10,AMPH,AMPHASTAR PHARMS,20200331,EPS,QTR,20200507,0.17
0075,03209R10,AMPH,AMPHASTAR PHARMS,20210930,EPS,QTR,20211108,0.46
007X,88087E10,TMX,TERMINIX GLOBAL,20220331,EPS,QTR,20220505,0.35
007X,81761R10,SERV,SRVCMSTR GLB HLD,20200930,EPS,QTR,20201105,0.26
007X,81761R10,SERV,SRVCMSTR GLB HLD,20191231,EPS,QTR,20200227,0.22
007X,81761R10,SERV,SRVCMSTR GLB HLD,20200630,EPS,QTR,20200806,0.4
007X,88087E10,TMX,TERMINIX GLOBAL,20201231,EPS,QTR,20210225,0.21
007X,88087E10,TMX,TERMINIX GLOBAL,20210331,EPS,QTR,20210506,0.3
007X,88087E10,TMX,TERMINIX GLOBAL,20220630,EPS,QTR,20220805,0.51
007X,88087E10,TMX,TERMINIX GLOBAL,20210630,EPS,QTR,20210805,0.51
007X,88087E10,TMX,TERMINIX GLOBAL,20210930,EPS,QTR,20211102,0.41
